Restaurant_Name,Topic,Rating_Overall,Detail,Date_Written
โค บี คิว,No Title,,By far this is the best Korean place in CNX. The service was great and food were excellent. Definitely will go back there again in my next visit to CNX.,"June 24, 2018"
โค บี คิว,No Title,,We’d never tried Korean before but found this almost by accident and oh my are we glad we did. Were a family of 4 adventurous eaters and went for the korean buffet. Surrounded by plates of food and no idea what to do our waiter was excellent as was james the owner. Nothing too much trouble and wonderful wonderful food - well be back,"June 20, 2018"
โค บี คิว,No Title,,My wife and I were in Chiang Mai for our honeymoon and were very impressed with KOBQ. We come from San Diego where we have a lot of choices for Korean BBQ and this place was as good as any that we've had before. We did the all you can eat chicken and pork which included soup and 12 different sides. All were very tasty. The owner actually came out and spoke with us to be sure we were enjoying our dinner. We told him it was our honeymoon and he offered us an appetizer on the house as a compliment! Although there are so many places to eat in Nimman we will definitely come back to KOBQ once we come back to Chiang Mai!,"June 12, 2018"
โค บี คิว,No Title,,Great restaurant where the staff where just fantastic. Food was unbelievably tasty and buffet just kept coming and coming. Will be back (probably tomorrow!).,"June 9, 2018"
โค บี คิว,No Title,,"This is our second review of KOBQ. In our previous review, we described trying Korean BBQ for the first time at KOBQ. It was a great experience (see previous review for details). After having Korean BBQ multiple times at KOBQ, we decided to expand our horizons and try some other dishes. Given our previous experiences, we trusted the chef implicitly, and asked him to bring out several of his recommended dishes for us to sample. This made for an exciting meal, as we did not know what would be served until it was actually brought out to our table. As with the Korean BBQ, the service and food were both outstanding. Some of the dishes we tried were: Korean Fried Chicken (which had chili lime, traditional and mango flavors); Gimbap, Tteokbokki, and Jjigae. All of these dishes were excellent, and we recommend them all. So, in addition to the great Korean BBQ, be sure to check out the menu for other great items to sample, too! Read less","April 4, 2018"
โค บี คิว,No Title,,"My wife and I have been living in Chiang Mai for nearly two years now. We had been quite disappointed with the local Korean BBQ options - until today when we visited KOBQ! It's located along the busiest stretch of Nimman Rd in the old OMG Cafe space. The interior and exterior are modern, bright and immaculately clean. We were greeted warmly by the owner (James) and his friendly staff. Service was extremely attentive and fast throughout the meal. We ordered the BBQ set which came with unlimited meat and banchan. The meat was thick, juicy and flavorful - impressive compared to a lot of the proteins served up around town! We were impressed with the quality of all ingredients including the lettuce leafs for wrapping - sizable, lush and green with zero wilting. Perfect for wrapping the grilled meats up with various sauces. The staff diligently grilled the meat table side to perfection. The banchans were incredible and plentiful - especially the kimichi and daikon radish...pickled to perfection! We also ordered the spicy beef gimbap which did not disappoint. It was HUGE and could have been a meal on its own! We lived in LA for years (home to great Korean BBQ) and have been to Seoul for the real deal. I must say that we were extremely impressed with KOBQ and can't wait for our next meal there. Highly recommended for an authentic Korean BBQ experience in Chiang Mai! Read less","March 19, 2018"
โค บี คิว,No Title,,"My husband and I ate dinner here tonight and it was absolutely wonderful! This is authentic Korean food which is nearly impossible to get in Chiang Mai. We were very impressed. We had the all you can eat BBQ set--the meat was awesome as well as all 10 sides you get plus kimchi stew! Highly recommend! The fried chicken is not to be missed. And the Gimbap was top notch! Everything on the menu looked and sounded delicious that it was hard to choose! We will be coming back next week for sure! Also, the staff and the level of service was top notch! The staff was consistently asking us if we needed refills on the sides or meat. It was such a wonderful experience. And the owner James is AWESOME!!! He knows what he is doing and is the friendliest guy! I highly highly recommend this place!! :) Enjoy!!! Read less","March 19, 2018"
โค บี คิว,No Title,,"One friend recommended me this restaurant. So I got the chance to try it. The food at this restaurant is fresh and tastes great. The staff recommended me a menu is the meat barbecue, which taste of meat is very good.I'll go back again soon.","March 16, 2018"
โค บี คิว,No Title,,"How best to describe KOBQ? Well the title says it all. Some of, if not THE best Korean fried chicken I've ever had. Great menu, reasonably priced for the quality and quantity of the food you get. This does not mean it's cheap, but it DOES mean it is excellent value for money! The service is first rate! The cocktails were excellent and the establishment comfortable and inviting. I strongly recommend giving this place a try. And if you like it spicy, ask for meal extra extra spicy then sit back and enjoy the heat 😊","March 14, 2018"
โค บี คิว,No Title,,Hands down this is the BEST Korean BBQ spot in Chiang Mai. The food and service was absolutely amazing. This trendy spot will not let you down!!! The owner James is a real gentlemen. Support this place because it’s a real gem.,"March 12, 2018"
โค บี คิว,No Title,,This place is just under a year old and totally amazing! The owner oversaw our meal and explained the menu to us with an incredible amount of care and attention. Her husband is the head chef and everything is hand made from scratch. We ordered the bbq buffet and she recommended the Beef Gimbap and the Chili Lime Battered Chicken and the original Soju for the table. The flavor in the meat and the kimchi was fantastic! After a hard day of walking and shopping ;) we were ready for a good meal and this was a meal we would come back for again and again!,"March 7, 2018"
โค บี คิว,No Title,,Place worth your visit. Food very good and price reasonable. Service excellent and friendly too. Accessible to transportation.,"March 6, 2018"
โค บี คิว,No Title,,Best Korean food in Thailand! Delicious bulgogi and kimbap. The restaurant takes me back to living in Korea!,"February 23, 2018"
โค บี คิว,No Title,,We have visited for family dinner and the taste was better than I had expected. If you would like to have good Korean food in ChiangMai you should come!!,"February 19, 2018"
โค บี คิว,No Title,,This is the first time trying korea food in Chiangmai. It was great! Recommendation from us: should come after the sunset,"February 17, 2018"
โค บี คิว,No Title,,"We had bbq buffet here for many times. Pork is very good. Kimchi and Condiments are variety and very good. Definitely recommend for everyone. The location is good too, its at very center of Nimman","February 17, 2018"
โค บี คิว,No Title,,I've had BBQ buffet here. Than you all staffs for a great service. The BBQ was nice as well. I recommended this Korean BBQ near Nimman road.,"February 17, 2018"
โค บี คิว,No Title,,"We had the Korean BBQ at KOBQ, and highly recommend this restaurant. Our meal included three different cuts of meat (that we cooked at our table), soup, rice and many different accompaniments. All of these items were replenished throughout the meal as often as we desired. The owners warmly greeted us when we arrived and provided information about the history of the resturant. Since it was our first time having Korean BBQ, they also provided detailed guidance and ideas on how to best enjoy the experience. The staff was very attentive, too. All aspects of the meal were outstanding. The conversation and service were both great. The food was fresh and of excellent quality. We are planning to return soon. If you are in Chaing Mai, do not miss the opportunity to visit KOBQ. Read less","February 16, 2018"
โค บี คิว,No Title,,Came with a friend and got the buffet set. They provide so many side dishes. A plus for that. Recommended!,"February 15, 2018"
โค บี คิว,No Title,,"There’s a nice place to enjoy a korean food and beverages. about the reatuarant, it’s in nimmanhaemin road and close to the city","February 15, 2018"
โค บี คิว,No Title,,Some of the best korean food ive had outside of korea!! Went last night and had a terrific Korean BBQ and had the bulgogi which was delicious as well. Going back before we leave Chiang Mai,"January 5, 2018"
โค บี คิว,No Title,,"I don’t have much experience of Korean food but going by this evening’s meal I truly have been missing out. The food at KOBQ was fresh, tasty and spicy. The staff were really friendly and eager for us to enjoy our meal. Out of the handful of restaurants I have tried in Chiang Mai so far this is the one I definitely want to revisit. Highly recommended.","December 31, 2017"
โค บี คิว,No Title,,"Literally stumbled upon this place, and had a completely unexpectedly delicious supper. Fried chicken with mango, and a Korean noodle, chicken and cheese (yes, cheese) dish that absolutely rocked (to my wussy Western palate, it was hot as the sun though!). We’re here in Chang Mai for a week so will swing back for more.","December 31, 2017"
โค บี คิว,No Title,,"I just had bbq buffet for dinner this evening they come with 10 side dishes , kimchi soup,and short grain rice it was so much delicious .... very good staff ... it was very worth it to bring me here","December 23, 2017"
โค บี คิว,No Title,,"Trust me, I was not sure if I should give a review to this place for my selfish reason, I wanna keep it all for myself! We spent 3 months in Chiangmai and this is one of the best restaurants. The food tastes amazing and has a really good quality. It's not cheap but totally worth every Baht. You don't wanna miss this. Just don't. It's awesome.","December 6, 2017"
โค บี คิว,No Title,,"Lived in Korea for 2 years and the best Korean food I have had outside of Korea. I have been several times, never had a bad meal. Service is perfect, atmosphere is cosy, and the owner is welcoming. Good value for money as portions generous. Don't have a bad word to say. Try the 'Bossam' - delicious!","October 18, 2017"
โค บี คิว,No Title,,"Not having a lot experience in eating Korean food I am now a convert. The food was so fresh, flavoursome and delish. This simple,clean resturant provides great food at very resonable price. The staff are very welcoming and even though not very confident in speaking english are very charming. James who is the owner is delightful. i wish this new resturant all the very best. Perhaps they could add wine to their drinks list. Next time a group of friends and try the bbq. We chose from the menu","September 9, 2017"
โค บี คิว,No Title,,"We were walking down this street after deciding to visit and see what it was about and were all very hungry. We saw Kobq and from the outside it looked amazing and inviting. Some of our group had never had Korean before and we decided to check it out. The service provided was amazing, the waitresses were attentive and helpful. They helped to explain the portion sizes, options and what the vegetarian options available were. We ordered a selection from chicken to a veggie bibimbap and we asked for extra spice and everything was on point. We were also shocked to hear from the waitresses after finishing that the restaurant had only opened around 5/10 days before. We know this place would go on for success. Happy to review such a promising yummy restaurant and will definitely recommend family/friends to come here in the future. Read less","August 15, 2017"
โค บี คิว,No Title,,"I'm half-Korean and have to say that KOBQ is a great find of a place to eat with good prices as well. James the owner was super nice and the Thai staff were friendly and welcoming. So if you are tired of Thai food and want to change it up get in an UBER and eat here with your friends. You will be glad you did. :) Nick and DeAnna, Honolulu Hawaii","July 28, 2017"
โค บี คิว,No Title,,"Not sure why everyone so far has raved about this place. But for us, we were definitely not overwhelmed by this neat, clean and modern Korean BBQ place. I wouldn't call myself an expert in Korea cuisine. Although I should say that I have worked with a large Korean conglomerate and had eaten a lot of Korean both in South Korea and outside to at least know what a good BBQ is. The BBQ meats were simply average. The kimchi was average. The side dishes including onions, pickles etc were all average. KOBQ has so much potential. The staff were all very accommodating and pleasant. Very professional when taking orders. The decor was minimalist, uncluttered and very modern. Plus, very clean. The drinks menu was decent enough and priced like most restaurants in that range. The kimchi jiggae was actually very good. But the letdown was the BBQ. And no, even the fancy and modern table-top stove that is remotely controlled does not even warrant an extra star towards this review. To get an extra star, KOBQ needs to offer better BBQ meats including the different marinades and please look at the sesame oil that is currently being used as a dip. It is not as flavoursome unfortunately. Read less","July 14, 2017"
โค บี คิว,No Title,,I never give all-star reviews... they're a bit over used. I am not exaggerating when I say that if I could bring this restaurant back to Sweden with me. I would make a fortune. Reasonably priced amazing food in unexpectedly large portions. Friendly staff. Authentic Korean sides... seriously try the iced seaweed soup. I had the half order of mango chicken. I don't even like fried chicken and I wanted to eat the entire batch. Love this place. It's a must if you're in Nimman. Read less,"July 11, 2017"
โค บี คิว,No Title,,"Try the BBQ chicken, it's absolutely delicious! And the kim chee accompaniments (which come on the house) are the real deal. I'm heading back soon to try the on-table BBQ which looked incredible and I've never seen it done using induction cooking before - very environmentally friendly! Also the service was very warm and attentive, plus they pointed out the free wifi password. A hidden gem on the busy Nimman strip.","June 26, 2017"
โค บี คิว,No Title,,"After eating Thai food for the whole week, my friend and I decided to try other cuisines for a change and she stumbled upon KOBQ, which was walking distance from our hotel. Either we came during their down time or not too many people knew about the restaurant because we were the only people there. I've frequented several Korean barbecue restaurants so I always order samgyeopsal. I was pleasantly surprised to receive seven side dishes (all refillable!) with my order. I had three types of kimchi, sesame oil, onions, garlic, spring onions, lettuce to make wraps, and a cold seaweed salad. EVERYTHING WAS DELICIOUS! We also ordered cocktails because they were BOGO from 5-8PM. I had the Shark Bite, which was very smooth and paired well with my meal. The service was also superb. Usually you grill the barbecue by yourself, but the server graciously did it for me. In the end, we also received complimentary chicken wings because they were sampling it to add to their menu. I hope more people learn about this restaurant! :D Read less","June 7, 2017"
โค บี คิว,No Title,,"This place just opened. I highly recommend the bbq! The food is delicious and the staff brings you starters and sidedishes, you can ask for more for free. We had beef, pork chicken. Try the omelette roll, its really good. I had Korean bbq before in south korea and its really similar. I would come back again! The staff is very friendly and really wants you to have a good time.","June 3, 2017"
โค บี คิว,No Title,,New restaurant with great Korean food and very friendly service. We enjoy very much and come back again!,"June 2, 2017"
โค บี คิว,No Title,,"I live in Bangkok and Chiang Mai and always looking for a nice Korean restaurant because I love Korean food and just found out this Resturant KOBQ in Nimman road, make me feel like I'm eating the food in Korea!!! Love the kimchigikae and Fried chicken and the BBQ buffet is very cheap compared to the quality of meat.👍","May 31, 2017"
โค บี คิว,No Title,,"Me and my boyfriend had the lovely chance to eat at this amazing restaurant, we were walking in the area trying to find something different that Thai food (we really wanted to eat another type of cuisine) and we saw the sign of KOBQ so we entered, and by far the best food decision made! The food was absolutely delicious and the portions were huge! The best part is the service! They are so attentive and nice and at the same time very honest. We left them a tip but we didn't say anything, like 5 seconds later the lady comes back and tell us that we have given to much money so we told her that that was her tip. I was really happy to see how honest the people was and how amazing this food experience was! If you are in the area try this delicious restaurant, you won't regret it! Read less","May 31, 2017"
โค บี คิว,No Title,,We were walking across this and we saw the sign showing the Korean food. The restaurant had only been open a couple of weeks. The food was very tasty the Korean fried chicken was my favourite! Staff were very friendly and and the chef even took initiative to come out and double check if the vegetarian dish was correct. The only point I would say is that the toilet is a shared one between a few restaurants and you have to pay to use it. I would definitely coke back here when next in CMai! Read less,"May 27, 2017"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,This was a quick stop and they made noodles for us just before closing time. I loved the air conditioning too.,"January 19, 2019"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,"Nice and friendly place, with a very few dishes to choose from. The soup was full of taste with a lot of lemon grass.","September 13, 2018"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,We had tom yum noodle and fish ball noodle with chrysanthemum ice juice. The price was only 110 Baht. The soup of noodle was very delicious. We would like to visit again.,"December 5, 2017"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,"Good, tasty noodles for a decent price. Portion leaves something to be desired, but still good. Lots of koreans.","October 4, 2017"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,"Here is a great place to visit for local noodle, they made a great noodle and truly loves their dumplings, homemade fish ball, we tried 2 different type of noodle and both were done very well! A must is their home made ice milk tea which is so favourful!!!","September 15, 2017"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,"I haven't much to compare with. This was to be a change of taste and one time lunch visit. With the decent pricing, location and nice tasting food. I think it was quite a nice place to eat.","November 14, 2016"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,Delicious fishball noodles and Tomyum soup.. and cheap amd kind place to go. A must place to go while your in Chiang Mai Nimman heamin..,"March 29, 2016"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,"The fish ball and fish stick is not fresh enough with a smell. The pork rib soup are light or near to tasteless. Luckily the noodle is good, it compensated the short coming in the ingredient.","February 16, 2016"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,Nice food. Great fishball noodle. Not sure but looks like close on every Sunday Pink noodle soup is hardly recommened in this place,"December 21, 2015"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,"This restaurant is near somtam yok klong at nimnman soi 11, stands the left side from Main Street. Fish ball is normal not good as I expected. Soup is okay.","September 18, 2015"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,"Simply the best and freshest fishballs in CM. Simple. clean, friendly. My go to place for a healthy fish ball noodle.","August 3, 2015"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,Delicious asian food at affordable prices in Chiang Mai. Try some of their flat rice noodles with their homemade sauces.,"May 15, 2015"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,I simply love the noodles here. Everything is home made and the pork-rib soup is clean and delicious. Some of the best fish noodles in the entire city. My kids love the noodles here too as well as the crispy fried wanton skins that they somehow manage to make pop up into little pillows.,"May 6, 2015"
เซียะ ก๋วยเตี๋ยวปลา,No Title,,"I've been a royal customer for this shop for ten years at least. This shop at Nimman is the second branch. The first one is around superhighway rd. So gland that they open this branch in town. TomYum soup for noodle is great. Fresh homemade fishballs is fantastic. Try putting crispy fish skin in your noodle, you will find it good combination adding to your noodle bowl. It is quite hygiene comparing to other noodle places in Thailand. There are some flies but i guess it is normal for warm country. Dishes and table are clean, fresh made noodle in front of the shop. This is the only fish noodle shop i come back for more in Chiangmai. So i'm impressed.","February 1, 2015"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Many choices of soups, salads and sandwiches and even breakfast choices. Even the side salad that came with potato wedges had various lettuces. I love the make your own salad that has wide variety of add-ons. Everything tasted super fresh.","February 25, 2026"
เดอะ สลัด คอนเซ็ปท์,No Title,,Arrived at 8pm left at 8.30pm because the restaurant closed early without knowing. So there's no possibility of dessert. As far as salads are concerned it is quite correct but a lot of lettuce compared to the other ingredients. And disappointment for the Burgers. And it was relatively expensive. I advise against going there.,"July 31, 2025"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Been here for a dinner and also a breakfast and both times I have to say that the food was extremely delicious and fresh, and the salads are excellent as is all the other foods we tried including the chicken burger I tried and the coffee is great too and there is a wipe range of healthy options on the menu and great selection of juices and smoothies and deserts. See my youtube the travelling social worker or tiktok ttswtravel for a quick video on this place.","June 9, 2025"
เดอะ สลัด คอนเซ็ปท์,No Title,,"All the food was delicious. Loved the delicious fireplace salad, so there was a chance to bring the family. Parking was ample, the atmosphere was cool and calm.","March 9, 2025"
เดอะ สลัด คอนเซ็ปท์,No Title,,Great food and big dishes The food was combined of fresh components Very pleasant environment and friendly service Highly recommend!,"January 30, 2025"
เดอะ สลัด คอนเซ็ปท์,No Title,,"The salad concept has a really big menu of soups, salads, and sandwiches. If you want a break from the noodles and rice of Chiang Mai, it’s a nice stop. It is a lot pricier (about 200 baht and up) for meals, but you’re paying for the freshness and diverseness of the meals. It is pretty good food, you’ll definitely leave feeling happy and full","October 11, 2024"
เดอะ สลัด คอนเซ็ปท์,No Title,,"A generally good place, nothing extraordinary but good choice on the menu for an affordable price, can go if you need a quick lunch or dinner","June 24, 2024"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Absolutely fantastic place, huge variety on menu. Very, very good quality salads, and one of the best smoothies I have had. If I lived near this place, I would be eating here more than once a week.","January 8, 2024"
เดอะ สลัด คอนเซ็ปท์,No Title,,Just be loved this place so much! Nice clean atmosphere and the salad was out of this world!!! They have the biggest selection to choose from and everything is so fresh and beautifully prepared. The dressings were delicious and servings generous. Really reasonably priced too! A big salad plate with extra toppings and two dressings for under 160 baht.,"January 3, 2024"
เดอะ สลัด คอนเซ็ปท์,No Title,,A few years ago I wrote a scathing review of the staff at Salad Concept in the old city. The staff were replaced and the new staff are absolutely wonderful. This deserves a mention because the atmosphere in this restaurant has changed for the better and I can highly recommend it now.,"November 26, 2023"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Full air conditioning, a real fridge. A pale neon light. A fast food look. We fled to another more welcoming place without even bothering to eat there.","March 7, 2023"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Food still good, service still robotic. More than last time! What is going on? Why can’t the owner train the staff properly? Ugh!","January 29, 2023"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Don't be fooled by the exterior and franchise-looking menu. This place is local and legit, with great food and lots of healthy options.","January 28, 2023"
เดอะ สลัด คอนเซ็ปท์,No Title,,Ate here a couple of times. There is a wide variety of healthy dishes to choose from in the menu. I find the food tasty but a little pricey. The food portions and environment were good though. Staff were polite and helpful as well.,"December 31, 2022"
เดอะ สลัด คอนเซ็ปท์,No Title,,"A great idea and realization of the opportunity to design your own salad for every taste. The portions are large, and all the ingredients are very fresh and healthy.","December 17, 2022"
เดอะ สลัด คอนเซ็ปท์,No Title,,"We love this place! Great salads with no end of choice and at a very fair price. They are very large, could feed two, I think. A nice change from the usual Thai fare. Try it if you're in the Nimman area....","November 21, 2022"
เดอะ สลัด คอนเซ็ปท์,No Title,,"I love Salad Concept, it is one of my favourite restaurants in Chiang Mai. As I live in the old city, I eat at the branch on Moonmuang, opposite soi 7. I ate there daily for years before the pandemic. Now I am back in CM and am appalled by the terrible service in this restaurant. The salads are still fresh and delicious but the attitude of the wait staff is horrendous. I have heard so many complaints from my friends, who have stopped going because of a certain female waiter's rudeness and sheer ""couldn't care less"" attitude. I get no smiles or greetings from any of the staff and no reply to ""Sabai dii mai krup?"" - a first in Thailand! It's not as if they are rushed off their feet, but they seem to prefer the take-away orders and resent anyone sitting down. I no longer tip obviously. Maybe some training in customer service is needed! Read less","September 30, 2022"
เดอะ สลัด คอนเซ็ปท์,No Title,,"...even though it looks like it might rain. Wasn't really sure about what I wanted to eat tonight and just ran into this place - glad I did. Food was fresh, and the service was good. Had a grilled chicken breast that came with a small salad and something called riceberry rice. The chicken was fine, juicy and well seasoned. I don't know, I thought the riceberry rice was a bit bland - maybe I was expecting something a little different than what I got with that. I thought it would be some kind of fruity, berryish flavored rice but reading a little bit about it now, actually it's a rice variety of its own considered by some a brown rice substitute. I'm sure it's more healthier than white rice. I also had a chicken larb appetizer that came only 5 minutes after the main course. Also very good, but I would have preferred to have some shrimp chips to put it on like the way my friends Dung & Grace would make back in Hawaii. I miss them so much for some reason. Sometimes I think I wish I was there in case they need me, though I don't think they ever have before. Read less","June 6, 2022"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Excellent chicken Caesar wrap. Portion size was huge, too large to try to eat with your hands. I also had a very good coconut shake to go along with it. This would be a great choice for eat in or take out. Facility is clean and cool. Staff are attentive.","May 20, 2021"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Ordered from their restaurant at 9:10pm through grab, then they called at 9:35pm to inform the kitchen has closed at 9:30pm so they will not be delivering the food which has already been paid for. “Not our problem” and “go contact the app company” was their responses when I called them back (my gf had spoke to them when they called). Super annoying as many more places do stop accepting more orders at 9:30pm so we couldnt order from somewhere else. Disgraceful.","January 22, 2021"
เดอะ สลัด คอนเซ็ปท์,No Title,,"as a vegetarian, this place offers me tons of value at a great price, the salads are amazing you can find almost everything you need this place","October 6, 2020"
เดอะ สลัด คอนเซ็ปท์,No Title,,"I went with a couple of friends. This place has a nice vibe and staff were quite friendly too. There are a number of different options for salads, combined with multiple types of toppings etc. Its quite a creative concept, I felt. The food was top class. The place is also clean and hygienic.","October 3, 2020"
เดอะ สลัด คอนเซ็ปท์,No Title,,I didn't have a great experience here. The decoration is nice but the food is just not good.. I don't understand the hype around this restaurant and I wouldn't recommend it.,"August 4, 2020"
เดอะ สลัด คอนเซ็ปท์,No Title,,"The location is right off the main street, so it is easy to find. There is parking in the back. The restaurant is big, well decorated and suitable for large groups. There is a large selection of food items and the portions are more than enough. The restaurant also has a large supply of healthy drinks. Everything is fresh, delicious and well presented on the plate. I think the cost are appropriate for the type of food, the freshness of the food and the portions.","August 3, 2020"
เดอะ สลัด คอนเซ็ปท์,No Title,,"We were back to the Salad Concept for about the third time. It had been a few years but the place hasn’t changed. The salads are huge with tasty, fresh ingredients. Drinks are also fresh. You can’t go wrong here.","March 4, 2020"
เดอะ สลัด คอนเซ็ปท์,No Title,,"i had lunch with my girlfriend, because was a while that we wanted to try an alternative that was not really Thai food, and it did not disappoint our expectations, the environment was well kept and with large windows facing the outside, the staff nice and good food, the only thing i would recommend is to make the portions slightly larger. We will come back again","January 27, 2020"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Nimmanhaemin Road branch. A good location and a smart restaurant that was clean and spacious. We were unable to fathom out why only certain people were allowed to eat outside. Clearly some silly rule at work here. Another example of poor management is that meals do not arrive together and our starter was served after the main course. But, the food was very good and freshly made and prices reasonable for what we had. Read less","January 8, 2020"
เดอะ สลัด คอนเซ็ปท์,No Title,,"I ordered a Cesar salad and it came with uncooked bacon on it. I promptly removed it from a top my salad and asked my Thai girlfriend to please have the waitress cook the bacon. She said the waitress said they ""steam the bacon and if they cooked it, It would be too crunchy hard"". We had them cook it more anyway. Later that day, I was on the toilet and everything came out both ends. Sorry to be so graphic, but I need to be honest with what they are preparing and serving and how it affected me. No more salad concept for me.","January 3, 2020"
เดอะ สลัด คอนเซ็ปท์,No Title,,"The menu is quite varied, and most of the dishes are built around raw vegetables. You can build your own salad, which my friend and I did, and the servings are generous. We both chose a different salad dressing so that we could share them. The tofu was disappointing, and would be so much better if it was marinated before cooking. This place is always busy at meal times, especially in the high season, so you may have to wait for a table. Also be aware that it's quite noisy.","January 2, 2020"
เดอะ สลัด คอนเซ็ปท์,No Title,,"I visited in Dec 2019, the food was really good for salad. And they understand English very well ( yeah but some crew didn’t understand) The ambience really nice with a christmas touch. The crew was really helpfull as well. Will come to visit again next time going to Chiangmai!","January 2, 2020"
เดอะ สลัด คอนเซ็ปท์,No Title,,No dressing for the Cesar wrap....and no tuna in the wasabi salad....too much for one lunch....see you in long time !!!,"November 27, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"We ordered twice from here- one was delivery through Food panda, and the second time we ate in. Both times , we were happy with the large portion sizes- definitely filling. And their menu indicated items that were liked by kids. I like their commitment to serving healthy wholesome food, but was a tad disappointed to see the usual supermarket style ham served with the American fried rice dish. We loved our drinks order- a set of 10 shot glasses with fresh juices- from beetroot to wheat grass! Overall happy with the service and food. Happy to go again if I'm in Nimmanhemin","October 26, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Fun stop. Parked our bikes for late lunch. Cash only place. Ordered pineapple fried rice with quinoa but the quinoa was just a sprinkle. My husband’s order was nice but the salad had too much sauce. The wellness shots were superb. Also the peanut butter banana smoothie was nice. I ordered salmon but they couldn’t give cooked salmon as add on option... they handed raw salmon to me and I declined, they were nice enough to take it back due to misunderstanding. Good service. Nice ambience inside.","October 25, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,My wife and I ate here twice for breakfast. The meal size was perfect! salad with breakfast is actually pretty dope.,"September 17, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"My fourth time here. Everything is still the same. The menu which is quiet extensive offering from plain green salad to fancy one you can choose your own various vegetables as well as dressing. A la carte menu such as Tofu salad, Avocado salad, Salad with steak; fried fish; fresh salmon are among various menu. However, the amount of dressing accompanied with the ordered was not enough and they charge extra if u ask for more dressing. At peak hours you might have to wait 15-20 minutes for your order.quiet reasonable price compare to the food and place.","September 4, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"The salad concept has become our go to lunch spot during our trip to Chiang Mai. Easily available on food panda or in store you can select from a large menu of ready made salads and wraps plus breakfast options, or create your own salad or wrap. They have a wide selection of add ins which will surely satisfy your fresh food needs.","August 24, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Salad concept has been in business many years, and since it is always busy they must be doing something right, namely serving good healthy food at a reasonable price. The salads are always fresh, and of generous size for the price. I have tried a few of the soups and they are good. I was not as impressed when I’ve ordered sandwiches, but that may be that in their efforts to appeal to vegans, their sandwiches aren’t made the traditional way. Great place for a healthy, reasonably priced meal, but at peak times there maybe wait.","August 17, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"Wonderful food very filling, I had a vegan salad plus a wheatgrass shot and a beetroot detox juice, good service and reasonable prices","August 7, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"My family has been coming here since it first opened as a humble four-table restaurant, and we've loved it since then. Compared to American prices, it's ridiculously cheap. Without any premium toppings the enormous salads (really, one salad is a full meal) are below five dollars -- regular Thai pricing. The drinks are good as well, although unlike the salads, the prices are comparable to those of the Western world. There is not really any outdoor seating, although there is a sort of open area towards the back where the wall of windows and stag horn ferns make it feel like you're outside. I do understand the poorer reviews as far as the taste of the salads go -- because of all the options, it might take time to find dressings and toppings you like. It's took me several visits to settle on my favorite regular: a regular salad with tofu dressing and corn, pasta, mushrooms, egg, tofu and avocado. And I still have some experiences where I try something new and don't love it. All this being said, I absolutely love the Salad Concept. Everything is clean and fresh (the vegetables are grown in royal gardens, so it's cleanliness you can't beat). The mission of the restaurant is commendable, and all the options ensure that if you keep trying new combinations you definitely will find something you love! Read less","August 1, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,The place has amiable staff and the ambiance is pleasant. I ordered avocado salad with strawberry sauces. The serving is big enough and the price is reasonable.,"July 29, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,"You can create your own salad by choosing veggie, salad sauces and other. Price is acceptable for food quantity and quality. If you visit this restaurant for the first time, I will recommend you to try salad wrap.","July 11, 2019"
เดอะ สลัด คอนเซ็ปท์,No Title,,You choose your own veggies and toppings from the list on the table ( selection menu ) and make your own salad dish. Nice ambiance and healthy salad. Good choice to eat different from the thai food.,"July 7, 2019"
